Start time (UTC), 0829 
 Sky conditions, CO-SDV 
 Other notes, Simultaneous with stakes readings (Ian & Debbie). Possible scratch on spectralon plate. Surface slightly frozen (small ponds have thin ice lid). 
 Ship latitude, 79.98513
 Ship longitude, -0.66832
Position, 1, 2, 3, 4, 5, 6, 7, 8
Surface type,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Surface thickness (cm),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Change in incident (%),0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7
640,0.209,0.722,0.191,0.642,0.744,0.694,0.164,0.567
641,0.208,0.721,0.190,0.641,0.743,0.694,0.163,0.567
642,0.207,0.721,0.189,0.641,0.743,0.693,0.163,0.566
643,0.206,0.720,0.188,0.640,0.743,0.693,0.162,0.566
644,0.206,0.720,0.188,0.640,0.742,0.692,0.161,0.565
645,0.205,0.719,0.187,0.639,0.742,0.692,0.160,0.564
646,0.204,0.719,0.186,0.639,0.742,0.692,0.159,0.564
647,0.203,0.718,0.186,0.638,0.741,0.691,0.159,0.563
648,0.203,0.718,0.185,0.638,0.741,0.691,0.158,0.563
649,0.202,0.717,0.184,0.637,0.740,0.690,0.157,0.562
650,0.201,0.717,0.183,0.637,0.740,0.690,0.156,0.562
651,0.200,0.717,0.183,0.636,0.740,0.689,0.156,0.561
652,0.199,0.716,0.182,0.636,0.739,0.689,0.155,0.560
653,0.198,0.716,0.181,0.635,0.739,0.689,0.154,0.560
654,0.197,0.715,0.180,0.635,0.739,0.688,0.153,0.559
655,0.196,0.715,0.179,0.634,0.738,0.688,0.151,0.558
656,0.195,0.714,0.178,0.634,0.738,0.687,0.150,0.558
657,0.194,0.714,0.177,0.633,0.737,0.687,0.149,0.557
658,0.193,0.713,0.176,0.633,0.737,0.686,0.148,0.556
659,0.192,0.713,0.175,0.632,0.737,0.686,0.147,0.556
660,0.192,0.713,0.174,0.632,0.737,0.686,0.146,0.555
661,0.191,0.712,0.173,0.632,0.736,0.685,0.145,0.555
662,0.190,0.712,0.173,0.631,0.736,0.685,0.145,0.554
663,0.190,0.711,0.172,0.631,0.736,0.684,0.144,0.554
664,0.189,0.711,0.172,0.630,0.735,0.684,0.144,0.553
665,0.188,0.711,0.171,0.630,0.735,0.684,0.143,0.553
666,0.188,0.711,0.170,0.629,0.735,0.683,0.142,0.552
667,0.187,0.710,0.170,0.629,0.735,0.683,0.142,0.552
668,0.187,0.710,0.170,0.629,0.734,0.683,0.141,0.552
669,0.186,0.709,0.169,0.628,0.734,0.682,0.141,0.551
670,0.186,0.709,0.168,0.628,0.734,0.682,0.140,0.551
671,0.185,0.709,0.168,0.628,0.733,0.682,0.140,0.550
672,0.185,0.708,0.167,0.627,0.733,0.681,0.139,0.550
673,0.184,0.708,0.167,0.627,0.733,0.681,0.139,0.550
674,0.183,0.708,0.166,0.626,0.733,0.681,0.138,0.549
675,0.183,0.707,0.166,0.626,0.732,0.680,0.137,0.549
676,0.182,0.707,0.165,0.626,0.732,0.680,0.137,0.548
677,0.182,0.707,0.165,0.625,0.731,0.680,0.136,0.548
678,0.181,0.706,0.164,0.625,0.731,0.679,0.136,0.547
679,0.181,0.706,0.164,0.625,0.731,0.679,0.135,0.547
680,0.180,0.705,0.163,0.624,0.730,0.678,0.134,0.546
681,0.179,0.705,0.162,0.624,0.730,0.678,0.134,0.546
682,0.179,0.705,0.162,0.623,0.730,0.678,0.133,0.545
683,0.178,0.704,0.161,0.623,0.730,0.677,0.132,0.545
684,0.177,0.704,0.160,0.623,0.729,0.677,0.132,0.544
685,0.177,0.703,0.160,0.622,0.729,0.676,0.131,0.544
686,0.176,0.703,0.159,0.622,0.729,0.676,0.130,0.543
687,0.175,0.702,0.159,0.621,0.728,0.675,0.129,0.542
688,0.174,0.702,0.158,0.620,0.728,0.675,0.128,0.542
689,0.173,0.701,0.157,0.620,0.727,0.674,0.128,0.541
690,0.172,0.701,0.156,0.619,0.727,0.674,0.127,0.540
691,0.171,0.700,0.155,0.619,0.727,0.673,0.126,0.540
692,0.171,0.700,0.154,0.618,0.726,0.673,0.124,0.539
693,0.169,0.699,0.153,0.618,0.726,0.672,0.124,0.538
694,0.168,0.698,0.152,0.617,0.725,0.672,0.122,0.537
695,0.167,0.697,0.151,0.616,0.724,0.671,0.121,0.537
696,0.166,0.697,0.150,0.615,0.724,0.670,0.120,0.536
697,0.165,0.696,0.149,0.615,0.723,0.670,0.118,0.535
698,0.164,0.695,0.148,0.614,0.723,0.669,0.117,0.534
699,0.163,0.695,0.146,0.613,0.722,0.668,0.116,0.533
700,0.161,0.694,0.145,0.612,0.722,0.667,0.115,0.532
701,0.160,0.693,0.144,0.612,0.721,0.667,0.113,0.531
702,0.159,0.692,0.142,0.611,0.720,0.666,0.112,0.530
703,0.157,0.691,0.141,0.610,0.719,0.665,0.110,0.529
704,0.156,0.690,0.140,0.609,0.719,0.664,0.109,0.528
705,0.155,0.690,0.139,0.608,0.718,0.663,0.108,0.527
706,0.154,0.689,0.137,0.607,0.717,0.663,0.106,0.526
